INC_CRC|NAME|LATITUDE|LONGITUDE|LIC_NAME|STR_NAME|UNIT_NO|POSTCODE|LEVEL_NO
64A2013F9DDDFFDC|PAPPAMIA|1.28022768611887|103.853349301911|PAPPAMIA GROUP PTE. LTD.|MARINA BOULEVARD|4|18984|B2
64A2013FCEAAEC90|#NAME?|1.28022768611887|103.853349301911|PARADISE INN (2) PTE. LTD.|MARINA BOULEVARD|20|18984|B2
64A2013FFD2B109A|SUBWAY|1.28022768611887|103.853349301911|DNC INTERNATIONAL PTE. LTD.|MARINA BOULEVARD|19|18984|B2
64A2013FF0B44EDE|DIN TAI FUNG|1.28022768611887|103.853349301911|TASTER FOOD PTE. LTD.|MARINA BOULEVARD|5/6|18984|B2
64A2013F7E16D864|PAUL BAKERY|1.28022768611887|103.853349301911|PAUL SINGAPORE PTE. LTD.|MARINA BOULEVARD|7|18984|B2
64A2013F31FFD890|THE HOUSE OF ROBERT TIMMS|1.28022768611887|103.853349301911|SARIKA CONNOISSEUR CAFE PTE LTD|MARINA BOULEVARD|11|18984|B2
64A2013F3BF2541D|JOLLIBEAN|1.28022768611887|103.853349301911|JOLLIBEAN FOODS PTE. LTD.|MARINA BOULEVARD|35|18984|B2
64A2013F44DE33CA|THE WELL|1.28022768611887|103.853349301911|THE WELL CAFE PTE. LTD.|MARINA BOULEVARD|2|18984|B2
64A2013F0669D885|LAMB CUPCAKERY|1.28022768611887|103.853349301911|LAMB CUPCAKERY PTE LTD|MARINA BOULEVARD|61|18984|B2
64A2013F56DC2116|ULTRA BAKE|1.28022768611887|103.853349301911|ULTRA BAKE PTE. LTD.|MARINA BOULEVARD|62|18984|B2
64A2013F1435FCF9|JO BY COLD STORAGE|1.28022768611887|103.853349301911|COLD STORAGE SINGAPORE (1983) PTE LTD|MARINA BOULEVARD|44-50|18984|B2
0B5E8C07A1708798|SOS RESTAURANT|1.28076944309971|103.852658565645|SOS RESTAURANTS PTE. LTD.|MARINA BOULEVARD|18|18985|1
0B5E8C07F996F9E5|MINI MART|1.28076944309971|103.852658565645|AL MARCHE PTE LTD|MARINA BOULEVARD|5|18987|B1
0B5E8C07A46EB273|OMNIVORE|1.28076944309971|103.852658565645|OMNIVORE (SAIL) PTE. LTD.|MARINA BOULEVARD|8|18987|B1
0B5E8C077087C302||1.28076944309971|103.852658565645|CANVAS ALLIANCE GRP LLP|MARINA BOULEVARD|4|18987|B1
0B5E8C078F7F5BE3|THE MATCHA PROJECT|1.28076944309971|103.852658565645|TMP PTE. LTD.|MARINA BOULEVARD|08C|18987|B1
0B5E8C0786602FB0|LEAN JUICE BARS|1.28076944309971|103.852658565645|LEE POH KEONG|MARINA BOULEVARD|08A|18987|B1
4FCACEA3F17C5F43|NTUC FOODFARE CO-OPERATIVE LTD|1.2822876636611|103.852428734407|NTUC FOODFARE CO-OPERATIVE LTD|MARINA BOULEVARD|2|18989|B1
4FCACEA36CD588DF|CHIMI'S|1.2822876636611|103.852428734407|ONE CHIMICHANGA PTE LTD|MARINA BOULEVARD|1|18989|1
4FCACEA39F64AA03|HUGGS COFFEE|1.2822876636611|103.852428734407|COFFEE N CREME PTE LTD|MARINA BOULEVARD|3|18989|1
D9F283BED9A3F302|ANANAS|1.29976683617127|103.863637018496|01 BB PTE. LTD.|REPUBLIC AVENUE|1|38970|B1
E78D4E6B9AA3C1D1|SUNTHAI CAFE|1.29036587101817|103.854797730101|PARACOSM PRIVATE LIMITED|ESPLANADE DRIVE|2|38981|3
82C8A948DB9C4A81|Commissary KITCHEN|1.2935250479577|103.858774754924|MILLENIA PRIVATE LIMITED|TEMASEK BOULEVARD|0|38982|B1
707D4008213F9437|FOOD REPUBLIC PTE. LTD.|1.29487905112126|103.857675501543|FOOD REPUBLIC PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008F3BFF46F|HOT & COLD|1.29487905112126|103.857675501543|FOOD REPUBLIC PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008F986FE26|SERGEANT CHICKEN RICE|1.29487905112126|103.857675501543|FOOD REPUBLIC PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008AD788068|CHAI`S ORIGINAL SLICED FISH SOUP|1.29487905112126|103.857675501543|CHAI'S F & B PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D40085BF88FC5|PERFECT VEGETARIAN|1.29487905112126|103.857675501543|SIM ENG GEE|TEMASEK BOULEVARD|115|38983|B1
707D40082B4AB415|FORMOSA DELIGHT|1.29487905112126|103.857675501543|FORMOSA DELIGHTS PTE LTD|TEMASEK BOULEVARD|115|38983|B1
707D400836AE03F8|YA FU MINI WOK DELIGHTS|1.29487905112126|103.857675501543|MAGNUM WOK PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008BD373FCF|GU ZAO MIAN|1.29487905112126|103.857675501543|STARLIGHT FOOD PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008CCC08209|Chang Cheng Chinese Vegetables Rice|1.29487905112126|103.857675501543|CHANG CHENG FOOD PARADISE PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008825CF2BF|Ji Charcoal Grill|1.29487905112126|103.857675501543|THE FOOD THEORY GROUP PTE LTD|TEMASEK BOULEVARD|115|38983|B1
707D4008AFABC6D9|MAMA THAI KITCHEN|1.29487905112126|103.857675501543|MAMA THAI KITCHEN PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D400850146D9A|G&G FOOD PACKAGING INDUSTRY|1.29487905112126|103.857675501543|GAN HOCK LIM|TEMASEK BOULEVARD|115|38983|B1
707D4008D425B1D1|GUAN CHEE HK ROASTED|1.29487905112126|103.857675501543|GUAN CHEE HONG KONG ROASTED DUCK PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008402B9A66|ZHONG HUA CUISINE|1.29487905112126|103.857675501543|CHUA TIAN LOKE|TEMASEK BOULEVARD|115|38983|B1
707D400857A3B6C9|FU LIN YONG TAU FOO|1.29487905112126|103.857675501543|FU LIN GROUP PTE. LTD.|TEMASEK BOULEVARD|115|38983|B1
707D4008738207E0|PENYET & BBQ|1.29487905112126|103.857675501543|PENYET & BBQ CULINARY PTE LTD|TEMASEK BOULEVARD|115|38983|B1
707D4008DB86E404|WANG JIN SHAN JIAO BAK KUT TEH|1.29487905112126|103.857675501543|STARLIGHT FOOD & BEVERAGE PTE. LTD.|TEMASEK BOULEVARD||38983|
707D4008B26B7280|LIXIN|1.29487905112126|103.857675501543|JIL & YELLOWTAIL PTE. LTD.|TEMASEK BOULEVARD|126|38983|B1
707D40084DE097D3|THE MANHATTAN FISH MARKET|1.29487905112126|103.857675501543|MFM RESTAURANTS PTE. LTD.|TEMASEK BOULEVARD|134|38983|B1
707D400895B0F192|ICHIBAN BOSHI|1.29487905112126|103.857675501543|R E & S ENTERPRISES PTE LTD|TEMASEK BOULEVARD||38983|
707D4008511B2E23|BOYLE''S COFFEE COLD BREW BAR|1.29487905112126|103.857675501543|UTB COFFEE SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|106|38983|B1
707D4008CE46A610|365 JUICESBAR|1.29487905112126|103.857675501543|365 SUNSHINE FOOD PTE. LTD.|TEMASEK BOULEVARD|138|38983|B1
707D4008ECE4D0D0|WINGSTOP|1.29487905112126|103.857675501543|ABAAVO GROUP PRIVATE LIMITED|TEMASEK BOULEVARD|108|38983|B1
707D4008550DA7D5|NAM NAM NOODLE BAR|1.29487905112126|103.857675501543|ANNAM PTE. LTD.|TEMASEK BOULEVARD|131|38983|B1
707D40088998A1B3|PEPERONI PIZZERIA|1.29487905112126|103.857675501543|PEPERONI PTE. LTD.|TEMASEK BOULEVARD|130|38983|B1
707D4008D90A1DF6|JUST DOUGH CAFE|1.29487905112126|103.857675501543|JUST DOUGH PTE. LTD.|TEMASEK BOULEVARD|169|38983|B1
707D40080D319012|BREADTALK CAFE|1.29487905112126|103.857675501543|BREADTALK PTE LTD|TEMASEK BOULEVARD||38983|
707D4008659BE768|SHABU SAI|1.29487905112126|103.857675501543|CREATE RESTAURANTS ASIA PTE. LTD.|TEMASEK BOULEVARD|133|38983|B1
707D40087A90639C|KAMPONG DAUN NASI PADANG|1.29487905112126|103.857675501543|KAMPONG RIA NASI PADANG PTE LTD|TEMASEK BOULEVARD|100|38983|B1
707D400820FF2E1D|RIVE GAUCHE|1.29487905112126|103.857675501543|KIMLY FOOD PRODUCTS PTE. LTD.|TEMASEK BOULEVARD|K2|38983|B1
707D40083578160D|TUK TUK CHA|1.29487905112126|103.857675501543|TAP DINING VENTURE PTE. LTD.|TEMASEK BOULEVARD|173|38983|B1
707D40087C4A53DB|YOGURT LAND|1.29487905112126|103.857675501543|BLACK ARC HOLDINGS PTE. LTD.|TEMASEK BOULEVARD|165|38983|B1
707D4008417F2274|PAPPARICH|1.29487905112126|103.857675501543|PRYEL ALLIANCE PTE. LTD.|TEMASEK BOULEVARD|386|38983|2
707D400896F25792|PARADISE INN|1.29487905112126|103.857675501543|PARADISE INN (2) PTE. LTD.|TEMASEK BOULEVARD||38983|
707D4008FB012839|YA KUN FAMIILY CAFE|1.29487905112126|103.857675501543|YA KUN CAFE PTE. LTD.|TEMASEK BOULEVARD|104|38983|B1
707D40083B63EB16|SF FARM MART|1.29487905112126|103.857675501543|SF (313) PTE. LTD.|TEMASEK BOULEVARD|616|38983|1
707D4008D6688483|ORIENTAL HERBAL TEA|1.29487905112126|103.857675501543|ORIENTAL HERBAL TEA PTE. LTD.|TEMASEK BOULEVARD|605B|38983|2
707D4008921CF9A3|CIO ENZYME DRINK|1.29487905112126|103.857675501543|CTS TRADING ENTERPRISE PTE. LTD.|TEMASEK BOULEVARD|K3|38983|1
707D4008F1FA86E6|MAISON KAYSER (SINGAPORE) PTE. LTD.|1.29487905112126|103.857675501543|MAISON KAYSER (SINGAPORE) PTE. LTD.|TEMASEK BOULEVARD|601|38983|2
707D400871A582CF|KEI|1.29487905112126|103.857675501543|ABBA OL PTE. LTD.|TEMASEK BOULEVARD|372|38983|2
707D4008BBE36A60|BOBII FRUTII PARTNER PTE LTD|1.29487905112126|103.857675501543|BOBII FRUTII PARTNER PTE. LTD.|TEMASEK BOULEVARD|375|38983|2
707D4008B69FB033|YA KUN KAYA TOAST|1.29487905112126|103.857675501543|CT FOOD VENTURES PTE. LTD.|TEMASEK BOULEVARD|349|38983|2
707D400821B1C428|COFFEESMITH|1.29487905112126|103.857675501543|CS3 SUNTEC PTE. LTD.|TEMASEK BOULEVARD|413|38983|2
707D4008EBF12255|OLDTOWN WHITE COFFEE - SUNTEC|1.29487905112126|103.857675501543|OLDTOWN SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|429|38983|1
707D4008DECB90C3|NATURE CAFE|1.29487905112126|103.857675501543|NATURE VEGETARIAN (SUNTEC) PTE. LTD.|TEMASEK BOULEVARD|148|38983|B1
707D400840DF6ABA|HARRIANNS NONYA TABLE|1.29487905112126|103.857675501543|HARRIANN'S PTE. LTD.|TEMASEK BOULEVARD|416A|38983|1
707D4008E543F741|OLD STREET BAK KUT TEH (FN) PTE LTD|1.29487905112126|103.857675501543|OLD STREET BAK KUT TEH (FN) PTE. LTD.|TEMASEK BOULEVARD|108A|38983|B1
707D40081B04EF6A|TP TEA|1.29487905112126|103.857675501543|MANNA 360 PTE. LTD.|TEMASEK BOULEVARD|312|38983|1
707D400894541249|LLAO LLAO|1.29487905112126|103.857675501543|AC HESED PTE LTD|TEMASEK BOULEVARD|312A|38983|1
707D40083B50124B|LIHO|1.29487905112126|103.857675501543|ROYAL ONE PTE. LTD.|TEMASEK BOULEVARD|312|38983|2
707D4008C4E95BA8|7 ELEVEN|1.29487905112126|103.857675501543|COLD STORAGE SINGAPORE (1983) PTE LTD|TEMASEK BOULEVARD|644|38983|1
707D400885BBA0BA|COCA|1.29487905112126|103.857675501543|COCA INTERNATIONAL SINGAPORE CO PTE. LTD.|TEMASEK BOULEVARD|440|38983|2
707D4008180EB2D5|CEDELE|1.29487905112126|103.857675501543|THE BAKERY DEPOT PTE LTD|TEMASEK BOULEVARD|432A|38983|1
707D40082FC01170|GONG YUAN MALATANG|1.29487905112126|103.857675501543|DEEP GROUNDWATER PTE. LTD.|TEMASEK BOULEVARD|176|38983|B1
707D400822A2DF40|WILD OLIVE BRANCH|1.29487905112126|103.857675501543|WILD OLIVE BRANCH PTE LTD|TEMASEK BOULEVARD|313|38983|2
DF15AB4298948DEE|LIHO|1.2946574150207|103.859722874674|ROYAL T GROUP PTE. LTD.|TEMASEK BOULEVARD|175|38986|B1
411F79EA03F9A509|JAMAICA BLUE@CITYLINK|1.29277773396947|103.854173503275|UNIVERSAL F&B PTE. LTD.|RAFFLES LINK|10|39393|B1
411F79EA79576DF7|YELLOW CAB PIZZA CO.|1.29277773396947|103.854173503275|PAGH PTE. LTD.|RAFFLES LINK|1|39393|B1
411F79EA705ACA01|GS CAFE|1.29277773396947|103.854173503275|COMPASS GROUP (SINGAPORE) PTE. LTD.|RAFFLES LINK|1|39393|7
411F79EAABE28900|TIM HO WAN|1.29277773396947|103.854173503275|DIM SUM PTE. LTD.|RAFFLES LINK|63A|39393|B1
7B239E89F0A03696|KAI GARDEN|1.29145526810891|103.857007335616|KAI GARDEN PRIVATE LIMITED|RAFFLES BOULEVARD|128A|39594|3
7B239E8972A8F96E|PEPPER LUNCH EXPRESS|1.29145526810891|103.857007335616|SFBI (ASIA-PACIFIC) PTE. LTD.|RAFFLES BOULEVARD|101|39594|4
7B239E89AD873D25|SOUP EMPIRE HOLDINGS PTE LTD|1.29145526810891|103.857007335616|SOUP EMPIRE HOLDINGS PTE. LTD.|RAFFLES BOULEVARD|101|39594|4
7B239E896724B6B0|EACH-A-CUP|1.29145526810891|103.857007335616|EACH-A-CUP PTE. LTD.|RAFFLES BOULEVARD|233|39594|2
707D40085175E2EE|Dookki|1.29487905112126|103.857675501543|KIMRON F & B PTE. LTD.|TEMASEK BOULEVARD|107|38983|B1
707D40085F8748E9|CRYSTAL JADE KITCHEN|1.29487905112126|103.857675501543|CRYSTAL JADE KITCHEN (S.C.) PTE LTD|TEMASEK BOULEVARD||38983|
707D4008E034143E|TURKISH LEZZET HOUSE|1.29487905112126|103.857675501543|AYDOGAN-BOSNAK INTERNATIONAL PTE LTD|TEMASEK BOULEVARD|105|38983|B1
707D400877CC7DBD|QI JI|1.29487905112126|103.857675501543|QI JI BISTRO PTE. LTD.|TEMASEK BOULEVARD|139|38983|B1
707D4008F9C5A51A|CRYSTAL JADE MY BREAD|1.29487905112126|103.857675501543|CRYSTAL JADE MY BREAD (TBP) PTE. LTD.|TEMASEK BOULEVARD|114|38983|B1
707D40086C11024B|THE NATIONAL UNIVERSITY OF SINGAPORE SOCIETY|1.29487905112126|103.857675501543|NATIONAL UNIVERSITY OF SINGAPORE SOCIETY|TEMASEK BOULEVARD||38983|
707D4008BD332E07|THE NATIONAL UNIVERSITY OF SINGAPORE SOCIETY|1.29487905112126|103.857675501543|NATIONAL UNIVERSITY OF SINGAPORE SOCIETY|TEMASEK BOULEVARD||38983|
707D4008E7BC048E|ICHIKOKUDO RAMEN|1.29487905112126|103.857675501543|ZENSHO JAPANESE RESTAURANT COMPANY PTE. LTD.|TEMASEK BOULEVARD|135|38983|B1
707D4008DC175CB1|GUKSHU|1.29487905112126|103.857675501543|GUKSU PTE. LTD.|TEMASEK BOULEVARD|384|38983|2
707D4008A8CCF284|BALI THAI|1.29487905112126|103.857675501543|KATRINA HOLDINGS PTE LTD|TEMASEK BOULEVARD|121|38983|B1
707D4008DA124AC1|TONY ROMA`S|1.29487905112126|103.857675501543|MAS MILLENNIUM (SINGAPORE) PRIVATE LIMITED|TEMASEK BOULEVARD|123|38983|B1
707D400863A773A0|SOUP RESTAURANT|1.29487905112126|103.857675501543|SOUP RESTAURANT SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|122|38983|B1
707D40087D205E10|SARAVANAA BHAVAN|1.29487905112126|103.857675501543|MANAS FOODS PTE. LTD.|TEMASEK BOULEVARD||38983|
707D4008F77F45E2|MAD FOR GARLIC|1.29487905112126|103.857675501543|SUN AT FOOD SINGAPORE PTE. LTD.|TEMASEK BOULEVARD||38983|
707D400847AB5D5A|STARBUCKS COFFEE|1.29487905112126|103.857675501543|STARBUCKS COFFEE SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|393|38983|2
707D4008E3567877|PENANG PLACE|1.29487905112126|103.857675501543|BARACHEL MANAGEMENT SERVICES PTE. LTD.|TEMASEK BOULEVARD|314-6|38983|2
707D40085FFC9445|Sushi Goshin|1.29487905112126|103.857675501543|AKASHI JAPANESE RESTAURANT OPH PTE. LTD.|TEMASEK BOULEVARD|389|38983|2
707D4008E4F8197E|RAMEN DINING KEISUKE TOKYO|1.29487905112126|103.857675501543|KEISUKE SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|391|38983|2
707D40081AEDFB9E|TEA TREE CAFE|1.29487905112126|103.857675501543|MY TTC PTE LTD|TEMASEK BOULEVARD|140|38983|B1
707D400839BB03E8|JUEWEI|1.29487905112126|103.857675501543|JUEWEI FOOD MARKETING PTE. LTD.|TEMASEK BOULEVARD|329|38983|1
707D4008741E08DE|GODIVA CHCOLATIER|1.29487905112126|103.857675501543|GODIVA CHOCOLATIER (ASIA) LIMITED|TEMASEK BOULEVARD|307|38983|2
707D4008B306F33E|SICHUAN KUNGFU FISH|1.29487905112126|103.857675501543|KUNG FU F & B PTE. LTD.|TEMASEK BOULEVARD #B1-132 & 171|132|38983|B1
707D4008339C3970|DIN TAI FUNG|1.29487905112126|103.857675501543|TASTER FOOD PTE. LTD.|TEMASEK BOULEVARD|302|38983|2
707D40086D35B8FB|THE SOUP SPOON|1.29487905112126|103.857675501543|THE SOUP SPOON PTE LTD|TEMASEK BOULEVARD||38983|
707D4008DE52E3F0|BEE CHENG HIANG|1.29487905112126|103.857675501543|BEE CHENG HIANG STAR PTE. LTD.|TEMASEK BOULEVARD|301/2|38983|1
707D4008D62B6BFE|GUDETAMA/MY MELODY CAFE (SINGAPORE)|1.29487905112126|103.857675501543|EGGS & MORE PTE. LTD.|TEMASEK BOULEVARD|361|38983|1
707D400814D9B74C|KURRY KORNER|1.29487905112126|103.857675501543|AWESOME ANNAM PTE. LTD.|TEMASEK BOULEVARD|136|38983|B1
707D40085CABDCBF|HERBAL TEA|1.29487905112126|103.857675501543|Z T P GINSENG BIRDNEST PTE LTD|TEMASEK BOULEVARD|137|38983|B1
707D400830D6F71B|SUBWAY|1.29487905112126|103.857675501543|PALM TREE FOODS PTE. LTD.|TEMASEK BOULEVARD|147|38983|B1
707D4008B165409A|GIANT HYPERFRESH|1.29487905112126|103.857675501543|COLD STORAGE SINGAPORE (1983) PTE LTD|TEMASEK BOULEVARD||38983|
707D40080075E74F|HANS|1.29487905112126|103.857675501543|HAN'S CAFE & CAKE HOUSE PTE. LTD.|TEMASEK BOULEVARD|145|38983|B1
707D4008EB91FE8B|MR. POT|1.29487905112126|103.857675501543|EPLUS F&B PTE. LTD.|TEMASEK BOULEVARD|146|38983|B1
707D400883907DE7|MUTHU`S CURRY|1.29487905112126|103.857675501543|MUTHU'S CURRINARY PTE LIMITED|TEMASEK BOULEVARD||38983|
707D400819ABF613|ASTON SPECIALITIES|1.29487905112126|103.857675501543|ASTON FOOD & BEVERAGE SPECIALTIES PTE LTD|TEMASEK BOULEVARD|161|38983|B1
707D4008EC20D3CE|AWFULLY CHOCOLATE|1.29487905112126|103.857675501543|AWFULLY CHOCOLATE PTE LTD|TEMASEK BOULEVARD|K1|38983|B1
707D4008EB9AB7B7|KIMCHI|1.29487905112126|103.857675501543|H GROUP HOLDINGS PRIVATE LIMITED|TEMASEK BOULEVARD|387|38983|2
707D4008C7EF4EF3|NyaNya Your Peranakan Cafe|1.29487905112126|103.857675501543|TAN COON TIO TONY|TEMASEK BOULEVARD|737|38983|2
707D40081B2D04DA|FAT CHAP|1.29487905112126|103.857675501543|1855 F&B PTE. LTD.|TEMASEK BOULEVARD|643|38983|1
707D40085D0B515E|BURGER KING|1.29487905112126|103.857675501543|BURGER KING SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|371|38983|3
707D4008F22408C0|STARBUCKS COFFEE|1.29487905112126|103.857675501543|STARBUCKS COFFEE SINGAPORE PTE. LTD.|TEMASEK BOULEVARD||38983|
707D400851F73C98|ALT PIZZA|1.29487905112126|103.857675501543|ALT. PIZZA PTE. LTD.|TEMASEK BOULEVARD|602|38983|1
707D400865F446A2|CHEERS|1.29487905112126|103.857675501543|CHEERS HOLDINGS (2004) PTE. LTD.|TEMASEK BOULEVARD|615|38983|1
707D4008EFE27D5F|COFFEE BEAN|1.29487905112126|103.857675501543|THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD|TEMASEK BOULEVARD|603|38983|2
707D4008E9FE0C20|the POLLIWOGS|1.29487905112126|103.857675501543|POLLIWOGS SC PTE LTD|TEMASEK BOULEVARD||38983|
707D4008C9C2C926|JAMAICA BLUE|1.29487905112126|103.857675501543|UNIVERSAL F&B PTE. LTD.|TEMASEK BOULEVARD|606|38983|1
707D40086A8AB4B9|MCDONALD`S|1.29487905112126|103.857675501543|HANBAOBAO PTE. LTD.|TEMASEK BOULEVARD|732|38983|2
707D4008E9171FFC|KURO IZAKAYA|1.29487905112126|103.857675501543|KURO IZAKAYA PTE. LTD.|TEMASEK BOULEVARD|604|38983|1
707D4008D0AFF389|KOPITIAM|1.29487905112126|103.857675501543|COPITIAM PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D40089875FA50|-|1.29487905112126|103.857675501543|COPITIAM PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008093107FC|Mixed Vegeable Rice|1.29487905112126|103.857675501543|WANG CHER CHIANG|TEMASEK BOULEVARD|367|38983|3
707D400842374BDD|YONG TAU FOO|1.29487905112126|103.857675501543|HIAP LEE FOOD HOLDINGS PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008BED4CE91|-|1.29487905112126|103.857675501543|SHIN JONG RAN|TEMASEK BOULEVARD|367|38983|3
707D4008F7E26B28|HAO JIA BAN MIAN|1.29487905112126|103.857675501543|BRANWOOD F&B MANAGEMENT PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D40087BEEECF0|CHICKY FUN|1.29487905112126|103.857675501543|CHICKY FUN PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008BB6358A2|JIA JIA LE CUISINE|1.29487905112126|103.857675501543|JIA JIA LE CUISINE F & B PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008730AEFB7|Mala Xiang Guo|1.29487905112126|103.857675501543|CAFE LODGE PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008AAF76032|JAPANESE CUISINE|1.29487905112126|103.857675501543|TANG YAQI|TEMASEK BOULEVARD|367|38983|3
707D4008E5ED73AD|PEPPER LUNCH EXPRESS|1.29487905112126|103.857675501543|SFBI (ASIA-PACIFIC) PTE. LTD.|TEMASEK BOULEVARD|367|38983|3
707D4008C69B6724|OMOOMO FOOD CONCEPT|1.29487905112126|103.857675501543|OMOOMO PTE. LTD.|TEMASEK BOULEVARD|606A|38983|2
707D4008DC474DA1|MASTER WANG LA MIAN XIAO LONG BAO|1.29487905112126|103.857675501543|QUIK FOOD PTE. LTD.|TEMASEK BOULEVARD , SUNTEC CITY MALL||38983|
707D40086BFCE4FD|MARCHE MOVENPIVK SUNTEC CITY|1.29487905112126|103.857675501543|MARCHE RESTAURANTS SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|612|38983|1
707D4008858E24E9|LIHO|1.29487905112126|103.857675501543|ROYAL ONE PTE. LTD.|TEMASEK BOULEVARD|379|38983|3
707D400818654182|SMOOTHIES & CRUSHES|1.29487905112126|103.857675501543|LOVELIFE VENTURES PTE. LTD.|TEMASEK BOULEVARD|606|38983|2
707D4008E136B811|MORGANFIELD`S|1.29487905112126|103.857675501543|GRAND APPETITE PARTNERS PTE. LTD.|TEMASEK BOULEVARD|645|38983|1
707D40080D9A2BB7|BORNGA|1.29487905112126|103.857675501543|THE KOREAN CUISINE (SC) PRIVATE LIMITED|TEMASEK BOULEVARD|641|38983|1
707D4008411A74E8|GINZA LION BEER HALL|1.29487905112126|103.857675501543|SAPPORO LION (S) PTE. LTD.|TEMASEK BOULEVARD|649|38983|1
707D4008D010E843|STREATS CAFE|1.29487905112126|103.857675501543|KATRINA HOLDINGS PTE LTD|TEMASEK BOULEVARD|647|38983|1
707D4008E3E21A9B|GOLDEN VILLAGE|1.29487905112126|103.857675501543|GOLDEN VILLAGE MULTIPLEX PTE LTD|TEMASEK BOULEVARD|373|38983|3
707D400867AFE52C|GOLD CLASS|1.29487905112126|103.857675501543|GOLDEN VILLAGE MULTIPLEX PTE LTD|TEMASEK BOULEVARD|373|38983|3
707D400816C8F09E|HOSHINO CAFE|1.29487905112126|103.857675501543|D&N SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|651|38983|1
707D4008B2B2B800|HOLLIN|1.29487905112126|103.857675501543|HOLLIN INTERNATIONAL PTE. LTD.|TEMASEK BOULEVARD|605|38983|2
707D4008B4ACBE08|WONDERFUL BAP SANG|1.29487905112126|103.857675501543|LNC LEE MART PTE LTD|TEMASEK BOULEVARD|609|38983|2
707D4008E23C3DB4|DIGGERSITE|1.29487905112126|103.857675501543|DIG INN PTE. LTD.|TEMASEK BOULEVARD|348|38983|3
707D40085A17E759|STARBUCKS COFFEE|1.29487905112126|103.857675501543|STARBUCKS COFFEE SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|433|38983|1
707D400879F9D46B|THE BUTCHER`S KITCHEN|1.29487905112126|103.857675501543|THE BUTCHER'S KITCHEN PTE LTD|TEMASEK BOULEVARD|472|38983|2
707D4008C49022A8|CEDELE BAKERY CAFE|1.29487905112126|103.857675501543|THE BAKERY DEPOT PTE LTD|TEMASEK BOULEVARD|431|38983|1
707D4008A879CCAA|KRISPY KREME|1.29487905112126|103.857675501543|MANNA 360 PTE. LTD.|TEMASEK BOULEVARD||38983|
707D4008F2208961|OSG Bar|1.29487905112126|103.857675501543|OSG CAPITAL PTE. LTD.|TEMASEK BOULEVARD|510|38983|1
707D4008E14CCD41|KUISHIN BO|1.29487905112126|103.857675501543|R E & S ENTERPRISES PTE LTD|TEMASEK BOULEVARD|334|38983|4
707D400899A81429|SUMIYA|1.29487905112126|103.857675501543|R E & S ENTERPRISES PTE LTD|TEMASEK BOULEVARD|332|38983|3
707D400808944770|DALLAS RESTAURANT & BAR|1.29487905112126|103.857675501543|DALLAS SUNTEC PTE. LTD.|TEMASEK BOULEVARD|302|38983|3
707D400848E0B32A|UNAGIYA ICHINOJI|1.29487905112126|103.857675501543|GLOBAL RETAIL PARTNERS PTE. LTD.|TEMASEK BOULEVARD|307|38983|3
707D400885F74AD1|DING XIAN HOT POT|1.29487905112126|103.857675501543|GLOBAL RETAIL PARTNERS PTE. LTD.|TEMASEK BOULEVARD|315|38983|3
707D40087DCFB950|MAGURO-DONYA MIURA-MISAKI-KOU SUSHI & DINING|1.29487905112126|103.857675501543|MEGUMI F&S SINGAPORE PTE. LTD.|TEMASEK BOULEVARD|314|38983|3
707D4008E0EE604A|TSURUHASHI FUGETSU|1.29487905112126|103.857675501543|IDEA FUGETSU PTE. LTD.|TEMASEK BOULEVARD|316|38983|3
707D4008E31A39BD|RAMEN NAGI|1.29487905112126|103.857675501543|UMAMI FOODS PTE. LTD.|TEMASEK BOULEVARD|512|38983|1
707D40089B1D9794|DISTRICT 10 BAR & GRILL|1.29487905112126|103.857675501543|DISTRICT 10 DOWNTOWN PTE. LTD.|TEMASEK BOULEVARD|514|38983|1
